,Site1,Site2,Site3,Site4,Site5,Site6,Site7
10/20/2003,4100,4562,4801,5144.5,5116,5249.5,5202
10/21/2003,4541,4521,4730,5099,5108,5209.5,5135.5
10/22/2003,3815,3677.5,4648,4960.5,5002,5141,5006.5
10/23/2003,4538.5,4422.5,4269.5,4629,4441,5105.5,5084
10/24/2003,4294,4430.5,4650.5,4996.5,4568.5,5054.5,4835.5
10/25/2003,4255,4171,4219.5,4845,4398,4949.5,4931
10/26/2003,4252,4321,4481.5,4841.5,4699,4900,4856
10/27/2003,4229.5,4334.5,4504,4797.5,4591.5,4952,4631
10/28/2003,4017,4165.5,4424.5,4722.5,4518.5,4845,4699.5
10/29/2003,4101.5,4073.5,4308.5,4314,3845.5,3832.5,3791
10/30/2003,3127.5,4177.5,4456,4659.5,4161.5,4641.5,2502.5
10/31/2003,2006.5,1399.5,2559.5,2352.5,3689.5,4654,4523.5
11/1/2003,4036.5,4011,3330,4616.5,4578.5,3287.5,4484
11/2/2003,1235,1940.5,3909.5,4498.5,4533,3631,2329.5
11/3/2003,2911,3607,2562.5,3505.5,1468,4614,4627
11/4/2003,2634,3809.5,4189.5,4500.5,4385,4507,4485.5
11/5/2003,2280,2681,3654,4037.5,3970.5,4330,4437
11/6/2003,1724,2331.5,3202,3913,3469.5,3958.5,3442.5
11/7/2003,1138,2347.5,3232,4132,4097.5,3736,2608
11/8/2003,1807.5,2030,1507.5,2742,2919.5,3844,4004.5
11/9/2003,1786.5,2380.5,2106,1822,1265.5,2706.5,3212
11/10/2003,3476,3575,3819,4063.5,4005.5,2716,3641
11/11/2003,3343,3543,3815,3178.5,2935.5,1324.5,1345.5
11/12/2003,3430.5,3511,1092,891,1297.5,656,630.5
11/13/2003,1762,3238.5,3404.5,3957,3933.5,4146.5,4156.5
11/14/2003,801,892,3531.5,3840,3875.5,4083.5,4091.5
11/15/2003,1149.5,1641,674,2692.5,2114,3907,4051.5
11/16/2003,1296,2617,3543,3875,3959,2615.5,3561
11/17/2003,2532.5,3093.5,1824,3564.5,3039.5,3977.5,3935
11/18/2003,3237.5,3169,3646,3929,3954.5,4055,4032.5
11/19/2003,2611.5,2507,3035,3732,3585,4049,4108
11/20/2003,2425,2336,3353.5,3902,3662,4036,4004
11/21/2003,2341,3303.5,2288,3404,1826,3473,3436.5
11/22/2003,3156,3293.5,3590,3950,3975,4078,4036
11/23/2003,3114,3269,3599.5,3906,4013.5,4033.5,4042.5
11/24/2003,2797,2909.5,1614,2143.5,2746,2828.5,3269
11/25/2003,2198,3078.5,3371.5,3531,3605.5,3776,3722.5
11/26/2003,2878,3091,3352,3400,3672,3839,3829
11/27/2003,2270.5,2211,2927.5,3515,3513,3860,3896.5
11/28/2003,1409.5,1160.5,1596,2646.5,3087.5,3297.5,3224
11/29/2003,533,1171.5,1985.5,2977,3532.5,3392.5,3289.5
11/30/2003,1167.5,845.5,1690,3132.5,3025,3597,3566.5
12/1/2003,1140,471,1693,2583,2902,3326,3118
12/2/2003,1413,1644,3096,3541.5,3614.5,3725.5,3608.5
12/3/2003,2582.5,2445,2658,3047.5,3495.5,3767.5,3782.5
12/4/2003,1025,516,2399.5,3322.5,3398.5,3649.5,3605.5
12/5/2003,579.5,1457,851.5,2732,2804,3206,3073
12/6/2003,262.5,780.5,795,3014,2258.5,2830,3173.5
12/7/2003,1709.5,2863.5,916,3074,1499.5,2900,2655.5
12/8/2003,2771,2900,1143.5,3545,3588,3641,3590
12/9/2003,1032.5,472.5,2198,3469,3543,3629.5,3651
12/10/2003,1523.5,1827.5,2201,3244,2228,3520.5,3550.5
12/11/2003,2394,2752.5,1633.5,2979,1795.5,1642,2678
12/12/2003,665,870,2127,2820,2785.5,3348,3559.5
12/13/2003,491.5,1386.5,2773,2256,2877,2928.5,2847.5
12/14/2003,2518.5,2800,1578,2208,1010.5,3490,3531.5
12/15/2003,2273.5,2628.5,2970,3381,3406.5,3098.5,3067
12/16/2003,2160,2198.5,3043.5,3352.5,3511.5,3599.5,3641.5
12/17/2003,2094.5,2244.5,2439,3112,3023.5,3244.5,3615
12/18/2003,2631.5,2577.5,3057,3307.5,3431,3209.5,2917.5
12/19/2003,2182,991,2348.5,2112.5,2962.5,2653.5,2846.5
12/20/2003,1333,748,977,2196,1569.5,2440.5,2794.5
12/21/2003,2603.5,2212,2542.5,3317.5,2696,3495.5,3488
12/22/2003,1756.5,943.5,1919,2359,2481.5,2985,3059.5
12/23/2003,949.5,552,726,679,773,1722,2342
12/24/2003,280,400.5,372,1767,1325,3229.5,3327
12/25/2003,2263.5,1478.5,292,740.5,365.5,3274,2776
12/26/2003,2741.5,2757,2636,3423.5,3466,3604.5,3564.5
12/27/2003,1768.5,2788.5,3154.5,3470.5,3561.5,3645,3614.5
12/28/2003,1145,1676,2407.5,3292,3363,3456.5,3509
12/29/2003,561,437,965.5,2293.5,2097,1737.5,2368
12/30/2003,1322,1393,2159.5,2272,2714,2741.5,2112
12/31/2003,937.5,1241.5,1418.5,3120,3291.5,3616.5,3513
1/1/2004,484,698.5,498.5,1662.5,2354.5,1889,2782
1/2/2004,1153,1290.5,2215.5,1462,509,3380.5,3046
1/3/2004,2787,2916,3207.5,3604,3666,3739.5,2883.5
1/4/2004,1094,2621,3013,3546.5,3686.5,3707,3628.5
1/5/2004,2398.5,2754.5,3109.5,3242.5,2959.5,3355,2892
1/6/2004,600.5,884,1427.5,2416.5,2088.5,2562.5,3347.5
1/7/2004,1208.5,1323,1800.5,3272,3360,3166.5,2577.5
1/8/2004,920,1467,3041,3482,3586.5,3696,3658
1/9/2004,871.5,1033.5,1763.5,2899.5,2729,3617.5,3731
1/10/2004,1989,2523,3206.5,3582.5,3616.5,3698.5,3316.5
1/11/2004,2765,2663,2174,3616.5,3612.5,3709,3483.5
1/12/2004,2300.5,752,2550,3500,3332.5,3688,3635
1/13/2004,2221,732.5,2640.5,3473,3597,3463,2862.5
1/14/2004,1647,706.5,1370,3651,3701.5,3827,3407
1/15/2004,2982,1315,1295.5,3210,3541,3497,3484
1/16/2004,2169.5,700.5,1236.5,3615,3303.5,3876,3794.5
1/17/2004,2980,678,1939,3737.5,3675.5,3912,3880
1/18/2004,2848.5,1544,1476.5,3301,2214,3901.5,3917.5
1/19/2004,3032,662.5,646.5,3642.5,3591.5,2539,2375
1/20/2004,3216.5,2283,740,3070.5,1625,2363.5,3690
1/21/2004,3347.5,3371.5,3648.5,3878.5,3899,2904,2954
1/22/2004,3317.5,2938.5,3688.5,3999.5,4057,3187,1204
1/23/2004,2920,1973.5,3694,3988.5,3985,3942,3422.5
1/24/2004,1670.5,1008.5,1292,2710,1748,3086.5,3162.5
1/25/2004,3170.5,2997.5,977,4039.5,4057.5,4132.5,4005.5
1/26/2004,1460,1590.5,2528,3924.5,3904.5,4209,4231
1/27/2004,945.5,751,1682,2802.5,3682.5,3885,4103.5
1/28/2004,2009.5,2275.5,1808,4037.5,4034.5,3788,3048
1/29/2004,3355.5,2133.5,2361,4084.5,4044,4264,4285.5
1/30/2004,2333,2015,2668.5,4041,4091.5,4250,4186.5
1/31/2004,3662,3640.5,1401,3285.5,4205,4295,4187.5
2/1/2004,1497.5,1625.5,2121,4059.5,4186.5,4385.5,4403
2/2/2004,817,937,611.5,3598,2423,3984,4208
2/3/2004,2502,1528.5,1801.5,4347,2550.5,2993.5,4451.5
2/4/2004,3828.5,3578.5,3241,4391,4426,4577,4538.5
2/5/2004,3224.5,3178.5,3449.5,4517.5,4375.5,4644.5,4603
2/6/2004,1781.5,2472.5,3896.5,4526,4536.5,4692,4609
2/7/2004,3954.5,3735,3061,4660,4725,4753,4642
2/8/2004,4074,4028,4172.5,4678,4526,4826,4802
2/9/2004,4157,4131,4302,4502.5,4438.5,4573.5,4629.5
2/10/2004,4178.5,4204,4449.5,4791.5,4817,4835,4751.5
2/11/2004,4227,4163,4340,4709,4818.5,4888,4857.5
2/12/2004,4365.5,4173.5,4516,5005.5,4910,5146.5,5081
2/13/2004,3082,1858.5,2221.5,3931.5,3233.5,4956.5,5071.5
2/14/2004,2235,2803,4533.5,4211.5,4441,3477,3924
2/15/2004,1424.5,2138.5,3888,4513.5,4321,4780.5,4965.5
2/16/2004,817,645,1277.5,3741.5,3601,4261,4362
2/17/2004,768,776.5,765,3756.5,3781.5,4344.5,3950.5
2/18/2004,2849,3784.5,1245.5,1786,1230.5,3717.5,3219.5
2/19/2004,4329,3927,3114,4751.5,3787,4693.5,4651.5
2/20/2004,3026,2894,1612,1321.5,1842.5,1513.5,2153.5
2/21/2004,1119.5,1434.5,2883.5,4241,1965.5,3327,4494
2/22/2004,1729,2115,1839.5,2158.5,1364.5,1356.5,2498
2/23/2004,2161.5,3894,1198.5,3041,4243.5,2277.5,4614.5
2/24/2004,3105.5,3908.5,4192,5150,2892,5290,5179
2/25/2004,1133,1143,478.5,3054,2125.5,4792.5,5136
2/26/2004,1067,2795.5,2111.5,5030,4258,2516,2522.5
2/27/2004,2859.5,4405.5,3268.5,5503.5,4568,5472.5,5188.5
2/28/2004,4149.5,4300,4831.5,5638,5552.5,5720.5,5665.5
3/1/2004,1253.5,1058,1605.5,4577,2289.5,4923,4434
3/2/2004,5401,5178.5,2477.5,1657,3695,1581.5,1275
3/3/2004,3545.5,3020,4513,5688,5547,4019.5,4466.5
3/4/2004,3585,4630,4548.5,5678,5248.5,5575,5046
3/5/2004,2933,3109.5,4744,5249,4655.5,5829,5776
3/6/2004,5065.5,3999,5181.5,5739,5668.5,5898.5,5847
3/7/2004,5320.5,5339,5419.5,5873,5868.5,5984,5889.5
3/8/2004,5250,5156,5210,5954.5,5907,6142,6053.5
3/9/2004,5297.5,5444,5726,6081.5,5938.5,6130.5,6020
3/10/2004,5674.5,5686.5,5857.5,5395.5,5726,5766.5,5658
3/11/2004,5349,5322,5906.5,6117.5,5702.5,6082.5,5939.5
3/12/2004,5715,5656.5,5827.5,6066,4843.5,5664,5907.5
3/13/2004,5679.5,5708.5,5945,6232.5,5685.5,6093,5930.5
3/14/2004,4821.5,4976,5580.5,6259.5,5726.5,6321.5,6255.5
3/15/2004,5851,5834,5807,6203,5310.5,6304,6284
3/16/2004,5939,5899.5,5914,6470.5,6146.5,6563,6449.5
3/17/2004,5861.5,5876,5995.5,6435.5,6288,6579.5,6555.5
3/18/2004,5679,5653.5,6090.5,6464,6117,6273,6205
3/19/2004,6078,5852.5,6235.5,6104.5,5916,6235,6027.5
3/20/2004,6117,5962,6270.5,6643.5,5797.5,6685,5983
3/21/2004,5868,5874,6023,6747.5,5606.5,6874,6550.5
3/22/2004,5655.5,5840,5703.5,6328.5,5201,6504,6373.5
3/23/2004,5682,5049,5868.5,6030.5,2214.5,5906,5122.5
3/24/2004,4204.5,5854.5,6005,6604.5,5579.5,6043,5707.5
3/25/2004,1273.5,1898,5287,6745.5,6044,6872,6463
3/26/2004,2300.5,3966,4745,6717,5955,6709.5,6596
3/27/2004,5898.5,5877.5,6041,6828,6748.5,6882,6749
3/28/2004,6392.5,6298,6481,6942,6892,7033,6959
3/29/2004,6219.5,5562.5,6054.5,6740,6887.5,7217.5,6834.5
3/30/2004,1956.5,3882.5,5929.5,6493,6472.5,6969,6806.5
3/31/2004,6700,6572,5545,6895.5,6788.5,6882,5984
4/1/2004,6912,6792.5,6796.5,7028.5,2792,6944,6527
4/2/2004,6591,6712.5,6682,2865,4786.5,2533,2157.5
4/3/2004,6674,6558.5,6300.5,4982.5,2982,3097,5105
4/4/2004,5779.5,5978.5,6491.5,6130.5,6541.5,6604.5,6767
4/5/2004,5722,5658.5,6828.5,7074.5,5226.5,7051,6983.5
4/6/2004,6202.5,6822.5,7167.5,7273.5,4029,7308.5,7061
4/7/2004,6551,6647.5,6686,7191,7020.5,7330.5,7219.5
4/8/2004,7051,6850,6674,6639,3908,6796,6974.5
4/9/2004,7160,6894.5,7022.5,7328,6170,7225.5,6651.5
4/10/2004,7046,7074,7154,7434.5,3485,7307,6936.5
4/11/2004,6908.5,6570.5,7075,7744,7521.5,7751.5,7526.5
4/12/2004,7106,6896.5,6451,7213,7205,7458,7087.5
4/13/2004,5700.5,6992,7011,7699,7163.5,7740.5,7548.5
4/14/2004,4688.5,5207,6816.5,7593.5,7235.5,7836,7751
4/15/2004,4417.5,6015,6354.5,7697.5,7262,7716,7563
4/16/2004,4159,6918,4830.5,7159,5953,7854.5,7078.5
4/17/2004,2604.5,5498,3577,5532,4366,6287,6834
4/18/2004,4536,3835.5,5533,7369,6578.5,7800.5,7688.5
4/19/2004,4078.5,3427.5,7066.5,7744,7540,7813.5,7510
4/20/2004,2582.5,3790,7055.5,7543,7605.5,7767,7607.5
4/21/2004,6031,7025,7705,7981,7485.5,7977.5,7790
4/22/2004,7940,7783,7944,8137,7949.5,8115.5,7863.5
4/23/2004,7046.5,7372.5,7803.5,8155,8027,8127.5,7954
4/24/2004,7616,7475,7612,7977,7839,7865.5,7680.5
4/25/2004,7647.5,7463.5,7639.5,7841.5,7855,8033.5,7849.5
4/26/2004,7715.5,7587,7635,7980.5,7804,7614,7164
4/27/2004,7785.5,7815.5,7703,7996,7868.5,7947,7737.5
4/28/2004,8292,7964.5,7855,8222.5,7686,7984.5,7709
4/29/2004,8209.5,7983,8011,8226.5,6447.5,8193.5,7957
4/30/2004,8140,7853,7936.5,8263,8073,8270.5,8067
5/1/2004,7726.5,7362,7739,8239,8112.5,8158.5,7956
5/2/2004,8097.5,7855.5,7963,8286.5,8166.5,8325.5,8189
5/3/2004,8164.5,8090.5,8072,8228.5,8131,8216.5,8053
5/4/2004,8176.5,8110,8136,8259.5,7982,8302.5,8307.5
5/5/2004,8238,7795.5,8265.5,8443.5,8272.5,8366,8090
5/6/2004,7814.5,6979,7345.5,8436,8289.5,8370.5,8233.5
5/7/2004,6895.5,7673,8267,8065,7963.5,7517,5988.5
5/8/2004,6137,8134.5,7713,8664,8432.5,8437,8072.5
5/9/2004,8058,8145,8391.5,8704.5,8519,8723,8372
5/10/2004,4332,7778,7637.5,8490,7612,8552.5,8224
5/11/2004,5826,8031.5,8291,8679,8474.5,8699.5,8504.5
5/12/2004,8543,8330,8424.5,8693,8392.5,8635,8328.5
5/13/2004,8124,8259,8460,8711.5,8418.5,8714,8594
5/14/2004,8302.5,7762.5,8425.5,8657.5,8414,8641,8355.5
5/15/2004,7506,7539,7085.5,7689.5,7473.5,8180,8066.5
5/16/2004,8389,7915,7753.5,7908.5,7791.5,7994.5,7505.5
5/17/2004,6196.5,8284,7882,7382,5606.5,7626,7894
5/18/2004,3033.5,8102.5,8523,8233.5,7852.5,8473.5,8285.5
5/19/2004,5018,8279,8585,8777,8383.5,8513,8052.5
5/20/2004,4473,7468,8534,8762.5,7995.5,8755.5,8460.5
5/21/2004,5121,7861,8487,8657,7470,8616,8218.5
5/22/2004,7840.5,8275.5,8446,8668,7828,8722,8560
5/23/2004,8080,7572,8685,8492,5523.5,8722,8481
5/24/2004,6077,8430,8437.5,8780,5934,8543,8440.5
5/25/2004,7994,8338,8104.5,8803,4829,8909,8669
5/26/2004,8359,8152.5,8351,8603,8283,8601.5,8504.5
5/27/2004,4557,5835.5,7808,8694.5,6451.5,8704,8578.5
5/28/2004,3823.5,6756.5,6232.5,8212,2955,8605.5,8391.5
5/29/2004,8955.5,8700.5,8612,8825.5,8606.5,8686.5,8461.5
5/30/2004,8975,8754.5,8858.5,8988,8684.5,8938.5,8785.5
5/31/2004,8652,8173.5,8702,9039,8758.5,8963.5,8687
6/1/2004,8890.5,8602,8834.5,8941,8640,8910.5,8824.5
6/2/2004,8916.5,8742.5,8771,8969,8609.5,8969,8674
6/3/2004,8641,8075,8779,8980.5,8182.5,8870,8832.5
6/4/2004,8875.5,7944,8802.5,9077,8762,8853.5,8595
6/5/2004,8732.5,7809.5,8962,9006,8572.5,8938,8783.5
6/6/2004,8986,8722.5,8842.5,8902,8142.5,8869.5,8564.5
6/7/2004,7500.5,8883,8927.5,9027.5,3356,8803,8499
6/8/2004,4743.5,8611.5,8951.5,9125.5,7619.5,8898.5,8625
6/9/2004,5209.5,8272.5,7794.5,8102.5,8510.5,9015,8835.5
6/10/2004,8267,8586.5,8771.5,8950,8436.5,8929.5,8831.5
6/11/2004,7730.5,8245.5,8791,9075,8685.5,8975,8740
6/12/2004,8816,8573,8703,8930.5,8275,8832.5,8764.5
6/13/2004,8907.5,8750.5,8716,8883.5,8499.5,8802,8566.5
6/14/2004,9123.5,7814,7443,8753,7675.5,8753,8684.5
6/15/2004,9138.5,8843.5,7613.5,7179,6802.5,8647.5,8434
6/16/2004,8446,8297.5,8478.5,7653,2481.5,8253,8239
6/17/2004,8908,8685,8378,8878.5,4961.5,8626.5,8367
6/18/2004,9019.5,8697,8148,8974.5,6983.5,8784.5,8619
6/19/2004,9101.5,8737,8703.5,8986.5,3763.5,8686.5,8652.5
6/20/2004,8853,8652,8708.5,9017,5922.5,8913,8691.5
6/21/2004,8993.5,8669.5,8732,8816.5,4166.5,8857,8773.5
6/22/2004,8970,8724.5,8420,8738.5,6140,8839,8610
6/23/2004,9102,8694,8600.5,8948.5,6633,8722.5,8350
6/24/2004,8871,8830.5,8446.5,8851.5,8563.5,8762,8436.5
6/25/2004,9135.5,8894.5,8699,9048,8523.5,8903.5,8624
6/26/2004,9111,8862,8612.5,9027,8642.5,8946,8697.5
6/27/2004,8594.5,8734,8653,8959.5,8120.5,8909,8591.5
6/28/2004,4979,8316.5,8537,8769,5656,8777,8659.5
6/29/2004,7605.5,8460,8385,8825,5952.5,8847.5,8518
6/30/2004,5800,8243.5,7938,8400,6025.5,8657,8639.5
7/1/2004,7458,8265,7913,8773,7462.5,8874.5,8679
7/2/2004,8020.5,8283.5,7210,8869.5,8314.5,8920.5,8608
7/3/2004,8613,8138,8068,8716.5,6570,8799.5,8652.5
7/4/2004,8719,8596.5,8551,8656,6589.5,8623.5,8539
7/5/2004,8795,8517.5,8392.5,8733,7895,8801,8423.5
7/6/2004,8884.5,8437.5,8367.5,8705.5,7772,8235,8485
7/7/2004,8856.5,8529.5,8285.5,6683,7811.5,8017.5,7182.5
7/8/2004,8981,8590,8506,7701.5,5594.5,8578.5,8500.5
7/9/2004,8759.5,8007.5,8461.5,8839.5,8125.5,8692,8242.5
7/10/2004,8640.5,8639,8879,8849.5,8616,8499,8193.5
7/11/2004,8827.5,8719,8917.5,8904.5,8550.5,8576,8301
7/12/2004,8995,8710.5,8737,8695,8497.5,8394.5,6573
7/13/2004,9097,8758,8771.5,8564,8523,8067.5,6608
7/14/2004,9122,8841,8706.5,8243,8238.5,7521.5,6725
7/15/2004,9041.5,8760,8241,7621,7337,7887,7470
7/16/2004,8317,7789.5,8009.5,8212,7968,8126.5,8015.5
7/17/2004,8428,8277.5,8086,8025.5,8085.5,8091,7923.5
7/18/2004,8303,8229.5,8256.5,8366,8116.5,8265.5,7832
7/19/2004,6431,8120.5,7826,8448.5,8202,8245.5,7996.5
7/20/2004,7464,8357,8479,8585,8306,8322.5,7999
7/21/2004,8682.5,8395,8491,8607.5,8366.5,8437.5,8148.5
7/22/2004,8773,8449.5,8396,8726.5,8331.5,8625,8217.5
7/23/2004,8544.5,8110,8296.5,8743,7678.5,8602.5,8248.5
7/24/2004,7670,8172,8370,8633.5,8451,8092.5,7641.5
7/25/2004,8280.5,8425,8617.5,8513.5,8303.5,6988,7799.5
7/26/2004,8505.5,8380.5,8601,8513.5,8232,7968.5,7760.5
7/27/2004,8395,8293,8341.5,8659,8350,8563.5,8079
7/28/2004,8413.5,8241.5,8254.5,8446.5,7732.5,8500.5,8355.5
7/29/2004,8386.5,8056.5,8486.5,8498.5,7889.5,8364,8059.5
7/30/2004,8334.5,8245,8359,8589,7581,8395,8121
7/31/2004,8494,8131,8288,8469.5,7361,8099,7777.5
8/1/2004,8445.5,7761,8213,7986.5,6751,7865,7264
8/2/2004,8305.5,8022.5,8295,8416.5,7892,7918.5,7709
8/3/2004,8133.5,8012,8316,8616,7834.5,8219.5,7912
8/4/2004,7677,8009,8337,8414,7437.5,8276,7746
8/5/2004,7399,8103.5,8292,8465,7718.5,8197,7360.5
8/6/2004,8088.5,7959.5,8243,8629,8250.5,8098.5,7764
8/7/2004,8188,8073.5,8155,8341.5,8110.5,7967.5,7665
8/8/2004,8123.5,7897,8142.5,8160,7902,8019.5,7794.5
8/9/2004,8215,8084,8091.5,8088,7800,7893.5,7437
8/10/2004,8198,8021.5,8065.5,8052,7801.5,7779.5,7520
8/11/2004,7471.5,7007,7896,7634.5,7657,7067,7312
8/12/2004,7255.5,7461,6924,6103.5,7125,6321,6102.5
8/13/2004,7702.5,7589.5,7438.5,6345,7229.5,3538,4008.5
8/14/2004,7362,7485.5,7471.5,6070,7383,5044,5028.5
8/15/2004,7277.5,6615.5,7599.5,7066.5,7253.5,4930.5,6338
8/16/2004,7591.5,7620,7541.5,7607.5,7532.5,7074.5,7217
8/17/2004,7300.5,7187.5,7558.5,7437,7182.5,7400,7417.5
8/18/2004,7317,7450,7362.5,7702,7324.5,4776.5,7307.5
8/19/2004,6496.5,6178,7064.5,7592,7367,7282.5,6379.5
8/20/2004,7550,7234,7180,7509.5,6615,7363.5,7304
8/21/2004,7481.5,7241.5,6267.5,7217,4266,7678,7427
8/22/2004,3430.5,5382.5,6129,7684,6348,7781.5,7696
8/23/2004,4525.5,6128.5,6578.5,7397.5,5782.5,7942,7545
8/24/2004,6523.5,6732,7156,7457.5,6129.5,7678,7615
8/25/2004,5270.5,7149.5,7343.5,7503,7214.5,7595.5,7482.5
8/26/2004,7386.5,7239.5,7527,7683.5,5980.5,7570,7478.5
8/27/2004,7431,7389,7432.5,7631.5,6877.5,7618.5,7531.5
8/28/2004,7333.5,7268.5,7320,7588.5,7000,7574.5,7385.5
8/29/2004,7214,7131.5,6649.5,7539,7153.5,7457.5,7310
8/30/2004,7123,7049.5,7234,7578,7495.5,7418.5,7142.5
8/31/2004,7039,6986,7207,7593,7428,7462,7264
9/1/2004,5434,6841,7111.5,7477,7268,7445.5,7083
9/2/2004,7125,7052,7150,7392.5,7181.5,7443.5,7092.5
9/3/2004,7089.5,7062.5,7111.5,7532,6900.5,7504.5,7075.5
9/4/2004,6978.5,6906,7152,7395,7192.5,7412,6679.5
9/5/2004,6994,6820,7142,7365,7238.5,7160.5,5886.5
9/6/2004,6852,6735.5,6988,7319,7107.5,7307.5,6993.5
9/7/2004,6859,6756,6893.5,7254.5,7060.5,7134,6903
9/8/2004,6849,6785,6943,6958.5,5792.5,6682,6502.5
9/9/2004,6586.5,6774.5,6695,4055,5163,4396.5,5863
9/10/2004,6668.5,6661,6633,6575.5,6493,5743.5,5989.5
9/11/2004,6003,6559,6541,5936,6534,5983,6082
9/12/2004,6107.5,6382,6480,6886.5,6369,6814.5,6528
9/13/2004,6548,6405.5,6670.5,6899.5,6138.5,6859.5,6752
9/14/2004,6523,6541.5,6677.5,6866.5,5430.5,6889,6744
9/15/2004,6247,6319.5,6569,6786.5,5041,6749.5,6501.5
9/16/2004,6326.5,6218,6474.5,6749,5650.5,6704.5,6595
9/17/2004,4942,6037.5,6398,6751,5127.5,6772,6518
9/18/2004,5874,4376.5,4073,6694.5,5659,6553.5,6246.5
9/19/2004,1683,3316,4247.5,6654.5,6541,6705.5,6490
9/20/2004,5161,6107.5,6301,6705,6636.5,6742.5,6596
9/21/2004,6127,6160.5,6397,6661,6642.5,6743,6667.5
9/22/2004,6034,6016.5,6278.5,6561.5,6578.5,6691,6574
9/23/2004,5979,5864.5,5849,5547.5,6179.5,6235.5,6317.5
9/24/2004,6004,5867.5,6146.5,6379,6340.5,6470.5,6351
9/25/2004,5936,5878,6062,6262.5,6150.5,6386.5,6260.5
9/26/2004,5317.5,5842,6160.5,6239,6053.5,6235.5,6097.5
9/27/2004,5798.5,5754,5936.5,6200.5,5807,6212,6063.5
9/28/2004,5371.5,5073.5,5582,6197,5367.5,6241.5,5953.5
9/29/2004,5475,5306,5575.5,5968,4944.5,6200,6103.5
9/30/2004,5392,5291.5,5302,5822.5,2269.5,5998.5,5954
10/1/2004,5242.5,5164.5,5222.5,5802,4732.5,5950.5,5903
10/2/2004,4953.5,5063.5,5478,5864,5710,5978,5938.5
10/3/2004,4792,5137.5,5499,5883.5,5045,6026,5958
10/4/2004,4633,5082.5,5413.5,5832,4664,5974,5942
10/5/2004,4962.5,4768.5,5074.5,5459.5,5314,5601.5,5362
10/6/2004,5069,5055.5,5052.5,5594,5370.5,5777.5,5728.5
10/7/2004,5037,5113.5,5376,5650.5,5210.5,5714,5695.5
10/8/2004,4883.5,4939.5,4465,4852,4799,5574,5592
10/9/2004,5212,4993.5,4761.5,5570.5,5128,5654.5,5522
10/10/2004,5143,4966,5238.5,5476.5,4990.5,5611,5596
10/11/2004,5039.5,5144.5,5142.5,5319,5228.5,5432.5,5440.5
10/12/2004,4630.5,4887.5,5118,5274.5,4980,5098.5,5206.5
10/13/2004,4849.5,4813.5,4798,5382.5,5046,5425,5389
10/14/2004,4877,3557,5076,5464,5434.5,5553.5,5488
10/15/2004,4891.5,4131.5,4511,5210,4497.5,5466,5179
10/16/2004,3943,4027.5,4700.5,5283.5,1717.5,5000.5,4286
10/17/2004,538,1664,1290,3295,2947,4848.5,3076.5
10/18/2004,1871.5,2853,1792.5,3346.5,1265.5,4880,4173.5
10/19/2004,1044,1226.5,464.5,2346,1844.5,2294,3785.5
10/20/2004,1508,3487,1652.5,2006.5,1136,3015,2605.5
10/21/2004,4283.5,4384.5,4751.5,4819,4793,2336,1729
10/22/2004,1704.5,3600.5,4439,4929.5,4902.5,5121.5,5037.5
10/23/2004,1488.5,688,2254.5,4711,4681.5,5033.5,5002.5
10/24/2004,3554,4104,2965,4662,4357.5,4917.5,4864.5
10/25/2004,1997,3471,3059.5,4618,3713.5,4841,4878
10/26/2004,1141,3521,358,1966.5,2476.5,3885,4029.5
10/27/2004,4087.5,3992.5,3424,2961,2523,2283.5,1106.5
10/28/2004,619.5,2299.5,3210.5,4546.5,4195,2538,3706
10/29/2004,2952.5,3338,4243,4310,4546,4733.5,4719
10/30/2004,3330,3883.5,4062,4431.5,4575,4759.5,4715
10/31/2004,4116.5,4187.5,3638,4571,4617,4626.5,4551
11/1/2004,3859.5,3983.5,4164.5,4646,4671.5,4786.5,4762
11/2/2004,3747.5,3828,4175.5,4549.5,4604,4705,4722
11/3/2004,1810.5,1293.5,1967,4443.5,4437.5,4672.5,4668.5
11/4/2004,3493,2970,3589.5,4418.5,4436,3555.5,4508
11/5/2004,3770,3761.5,4002.5,4344,4207.5,3409.5,3433
11/6/2004,3738,3777.5,3627,4282,4114,4453.5,4332
11/7/2004,3417.5,3496,1785,3714,1898,1977,2376
11/8/2004,2747,1763.5,700,2440,2014,2308,3517.5
11/9/2004,708,1626.5,2015.5,4016.5,1849.5,4139.5,4107
11/10/2004,772,877.5,2034,4082,4052,4218.5,4210
11/11/2004,684.5,640,2956.5,3378,3186,3236.5,3660
11/12/2004,2882,3333.5,3607.5,4019,4022,4074.5,3714.5
11/13/2004,3259,3198.5,3214,3422.5,3278.5,4093.5,3951.5
11/14/2004,2241.5,2607.5,3640.5,3947.5,4012,4058.5,3992
11/15/2004,2046,2376.5,2828.5,4011,4051.5,4062.5,3940.5
11/16/2004,1438.5,2391.5,3492,3733.5,3792.5,3871.5,3901.5
11/17/2004,3187,2785.5,2652,3875.5,3909,3395.5,3340.5
11/18/2004,2880.5,709,741.5,3826,3856,3948.5,3914
11/19/2004,3106,3104.5,445.5,3810.5,3854,3934,3830.5
11/20/2004,3233.5,3354,1525.5,3768.5,3621.5,2916,3025
11/21/2004,3156,3347,3446,1169.5,3097.5,895,747
11/22/2004,2665.5,2862.5,3320,1193.5,2589.5,2347,2572.5
11/23/2004,2942,3110.5,3348,3666.5,3173,3786.5,3728.5
